,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
194,male,-0.075065687,0.105529524,0.040746093,-0.031594999,-0.058208697,-0.005902749,-0.074180655,-0.102530718,0.201839268,-0.176043496,0.19612655,0.072195202,-0.215947405,-0.02247116,-0.063415498,0.107309431,-0.158389866,-0.023597462,-0.149696156,-0.165479511,0.090058915,0.140047386,0.098869726,-0.05016236,-0.262801766,-0.239718392,-0.098352887,-0.136700854,0.099474497,-0.069364995,-0.016666684,0.063867763,-0.156049818,-0.065757796,0.003095631,-0.033720218,-0.09503942,-0.005735446,0.177903712,0.158630133,-0.104077891,0.066775024,-0.003384147,0.29187271,0.282675087,0.00181373,0.029968251,-0.084784746,0.112849191,-0.317002624,0.027911589,0.114334792,0.085235298,0.120550528,0.168190047,-0.122008964,0.029993525,0.106480204,-0.173309863,0.149154186,0.056963857,-0.090015531,-0.082122736,0.051735967,0.131747916,0.072869986,-0.107855543,-0.11083445,0.184204638,-0.131840438,-0.03457921,0.119451925,-0.095430091,-0.172088534,-0.230004758,0.03376095,0.383860558,0.206015557,-0.128585711,0.037451625,-0.09281493,-0.041428607,0.033929907,0.030162087,-0.083405554,-0.088956103,-0.002425524,0.063923173,0.147363037,-0.04040556,-0.04962337,0.346137047,0.0326038,-0.002259101,0.037498735,0.03330069,-0.212645397,-0.087460831,-0.094273344,-0.104214296,0.089540921,-0.128687337,0.021251151,0.102089509,-0.156901836,0.247814447,-0.064166002,-0.024531631,0.02313184,-0.024184179,-0.108269423,0.05510661,0.157267362,-0.200952426,0.207594752,0.198607698,0.03494351,0.114168637,0.110918798,-0.011321624,-0.003885717,0.060082778,-0.122904591,-0.139039934,-0.000929461,-0.075261705,-0.008036625,-0.013114599
195,male,-0.052947458,0.126344278,0.003708877,-0.070905708,-0.102750234,0.029472301,-0.04786206,-0.193848908,0.06522283,-0.070567995,0.159247413,-0.079948135,-0.321546346,-0.021449141,0.034664858,0.147613317,-0.115426898,-0.159542382,-0.173496544,-0.09434817,-0.048491012,-0.025089482,-0.010847792,-0.000486188,-0.126866758,-0.236463055,-0.087722242,-0.071745336,0.005455721,-0.080941126,0.040916637,-0.029861782,-0.113629714,-0.026504444,0.038809612,0.023197131,-0.084149666,-0.117273912,0.216338396,-0.025354343,-0.121820085,-0.016690141,0.053914867,0.204265639,0.219252393,0.049574971,0.068268977,-0.106217012,0.082517013,-0.22174114,0.075711064,0.116131872,0.165185302,0.094590887,0.022032209,-0.15318875,0.021197515,0.200353161,-0.18237865,0.078757048,0.142421588,-0.0857905,-0.083746769,-0.050966453,0.220598161,0.125512421,-0.12651825,-0.077543646,0.268165708,-0.113387369,-0.107488647,-0.076189622,-0.097637795,-0.179861903,-0.214078456,0.032278813,0.315231413,0.163731873,-0.269558668,-0.101913087,-0.026884612,0.039477695,0.031602588,0.015036159,-0.106480353,-0.181305692,-0.058904018,-0.034162648,0.24171415,-0.055148136,0.022212375,0.201838836,0.058723409,-0.083893552,0.041303184,0.046817183,-0.09094236,0.004281685,-0.105021089,-0.009945724,0.05269935,-0.130026713,0.049805261,0.147779167,-0.155822843,0.251251966,-0.004351016,-0.028080761,0.014221406,0.001015378,-0.044729106,-0.052947108,0.238649517,-0.156633154,0.157303393,0.216850162,0.024999943,0.110011652,0.050352812,0.180817902,0.036490545,0.032697156,-0.220713407,-0.146554768,0.026480295,-0.00634394,0.001711128,0.113252841
196,male,-0.087545954,0.105279513,0.02699589,-0.057950564,-0.131283402,0.020338699,0.032901026,-0.164481729,0.125097722,-0.047443047,0.231897235,-0.126244396,-0.318122566,0.039323911,-0.106428444,0.098826155,-0.217701226,-0.1260923,-0.15336892,-0.135242507,0.064796567,0.015809281,0.016687024,0.005377259,-0.13853544,-0.208252996,-0.016731367,-0.150858223,0.147633716,-0.1038782,-0.00725138,-0.056570277,-0.211561278,-0.068900518,-0.009789323,0.021388151,-0.092592426,-0.096205369,0.196328536,-0.04155416,-0.151940078,-0.037968919,0.074587762,0.21119526,0.134019926,0.037064776,-0.019653168,-0.128300786,0.103808485,-0.252026498,0.110299326,0.10170164,0.211481228,0.071988717,0.090030573,-0.182981312,0.055133477,0.082381576,-0.161515072,0.154171348,0.172068387,-0.094862416,-0.045570366,-0.03009258,0.110844865,0.038636457,0.003249288,-0.107886374,0.264502913,-0.132496342,-0.073181629,0.096252389,-0.007006457,-0.149244368,-0.234383464,-0.060220342,0.434350789,0.12660557,-0.158474103,-0.025021881,-0.054911468,-0.002154842,0.103641853,-0.026267538,-0.12430501,-0.02279019,-0.16598469,0.069328971,0.196725726,-0.121748269,-0.01410412,0.225016534,0.05153567,-0.051843554,0.09689603,0.055410124,-0.103594087,0.027243571,-0.087988771,-0.00586421,0.130954549,-0.149522364,0.007954169,0.043132268,-0.168166697,0.106406294,0.009702958,-0.042892892,0.006944943,-0.055704966,-0.074437045,-0.007837277,0.233268782,-0.245467782,0.173466712,0.188629091,0.013057372,0.096887916,0.017736988,0.041652888,0.036968838,-0.052257348,-0.209510028,-0.137821719,-0.004851178,-0.044667833,-0.017612191,0.107877508
197,male,-0.026198186,0.019609991,0.072295241,0.028703025,-0.103487536,-0.017899118,0.037485063,-0.108789235,0.191452369,-0.140563637,0.227116674,0.064703457,-0.228813961,0.025036883,-0.056875736,0.159067482,-0.08204335,-0.118142568,-0.102399126,-0.021706669,0.046997409,0.107098997,0.067240894,0.018204372,-0.077186555,-0.327180803,-0.09502548,-0.073607706,0.113879256,-0.06408421,-0.01089278,0.062878549,-0.093203664,-0.047511064,0.018412597,-0.024162754,-0.032602668,-0.03016435,0.260886669,0.143853888,-0.265647382,0.08357773,-0.012949541,0.347327501,0.173248455,0.020338457,0.082469441,-0.079384655,0.05031658,-0.293220043,0.051007412,0.093555614,0.105081841,0.074374095,0.067705996,-0.169449359,0.022627693,0.109180093,-0.208320066,0.148350328,0.094075546,-0.058728196,0.084483363,0.061278284,0.201247498,0.056769725,-0.07567431,-0.08921545,0.151431054,-0.186728597,-0.085979223,0.035990506,-0.156428769,-0.136294901,-0.296346724,0.005285808,0.448530376,0.112974055,-0.124809399,0.033655122,-0.07781633,0.042976908,0.099502698,0.058141291,-0.0513907,-0.084570162,-0.063685678,-0.016332634,0.203053847,-0.013308685,-0.074635513,0.241055056,0.03385355,-0.020575099,0.066931039,0.110359892,-0.067176916,-0.022443246,-0.09313041,-0.002890144,-0.043615464,-0.119124219,0.085509203,0.108555377,-0.267312437,0.196833357,-0.05371131,-0.015863879,0.058186129,0.11835672,-0.093762204,-0.001075417,0.134373605,-0.241310716,0.271989852,0.254566073,0.033684675,0.108123735,0.015020698,0.035996869,-0.03981024,0.031559393,-0.106042184,-0.106567003,-0.010304393,-0.041392285,0.038403913,0.077475972
198,male,-0.064517878,0.057064105,-0.089244574,-0.081288122,-0.141699344,-0.010379483,0.018975336,-0.12960431,0.067634992,-0.01400488,0.206763372,-0.103814922,-0.372775555,-0.165173054,0.072763763,0.066331342,-0.131104633,-0.137964144,-0.151913464,-0.130629033,-0.05123885,-0.046341725,0.050061058,-0.013223492,-0.093519032,-0.249438807,-0.080791414,-0.108208895,0.090026073,-0.129320443,-0.004177671,0.09798342,-0.225273266,-0.152577266,0.051225983,0.104554847,-0.121500246,-0.056144908,0.164595589,-0.055908248,-0.083223097,-0.055243865,0.108233161,0.212734118,0.225009352,-0.002694951,0.003834136,-0.02160068,0.084275149,-0.256123513,0.057430852,0.161647677,0.214968801,0.113714367,0.035799347,-0.176334798,0.049121555,0.168938965,-0.201208562,0.057033993,0.104769558,-0.117001347,-0.107053831,-0.023101002,0.146787733,0.119153544,-0.052244786,-0.189437672,0.180503562,-0.172009751,-0.081412137,0.037501749,-0.108638234,-0.152989164,-0.242723495,0.023179546,0.25007984,0.126240358,-0.148998067,0.014087047,-0.051497724,-0.028759571,-0.008883683,-0.044636309,-0.092910118,-0.071991488,-0.124263309,0.024184737,0.163250953,-0.12673676,0.013200361,0.145013168,0.021933287,0.013752333,0.10096737,0.006101914,-0.069130838,0.002806203,-0.150314406,0.022802975,0.015346324,-0.246466801,0.002602845,0.023436654,-0.116228499,0.163651302,0.028319506,-0.022975862,-0.087514386,-0.132686108,-0.034079846,0.022544328,0.174665734,-0.274355143,0.285877198,0.222217038,0.020038757,0.142472506,0.067412518,0.070776209,0.046103958,-0.021192748,-0.130973786,-0.145466521,-0.003772677,0.008590936,-0.05183633,0.057734229
199,male,-0.042115897,0.120324604,0.0688425,-0.073953204,-0.11652799,-0.023593847,-0.020084264,-0.170112088,0.191712976,-0.101554848,0.236527056,-0.059930801,-0.238101095,-0.118163422,-0.049961008,0.07235112,-0.116996676,-0.099311523,-0.155003548,-0.108084887,0.02256551,-0.006992163,0.039623201,-0.022616658,-0.084562086,-0.337616622,-0.078756951,-0.114829242,0.105823308,-0.081455573,0.032817192,0.031912226,-0.204395205,-0.117652021,-0.022867773,0.01222285,-0.117765605,-0.050876223,0.213868439,-0.052203089,-0.138266087,0.048947833,0.011881404,0.178045392,0.238165364,0.019415421,0.025978975,-0.18335852,0.21062468,-0.171958715,0.01041997,0.204307005,0.159549758,0.095117465,0.128445208,-0.026764251,0.044250906,0.145854279,-0.26008147,0.040186595,0.079133071,-0.148610413,-0.093447909,-0.071272179,0.108926997,0.064380825,-0.05789813,-0.140482202,0.22809276,-0.151557311,-0.060727656,0.076492637,-0.05107436,-0.136085182,-0.272228181,0.015825143,0.30614987,0.145655885,-0.178501546,0.003067648,-0.121635593,-0.04747124,-0.000736397,-0.010154791,-0.086180724,-0.11366085,-0.083166823,0.009978227,0.144870549,-0.090106077,0.037312295,0.216962904,0.025676586,-0.010795441,0.008196246,0.074922718,-0.221657619,0.013193116,-0.122121483,-0.034569819,0.099452652,-0.077587999,0.036507405,0.019752078,-0.177549392,0.218298674,-0.036640186,-0.03460785,-0.002450603,-0.161274523,-0.011903122,0.035926055,0.179004699,-0.235218182,0.262894839,0.10725233,0.005165828,0.151082292,0.060077149,0.031795606,-0.052569423,-0.098029539,-0.133676767,-0.170103714,0.013753582,0.011355901,0.014615223,0.010759055
200,male,0.032259762,0.082381584,-0.01923525,-0.04080436,-0.057846509,-0.000938912,-0.044474475,-0.02188658,0.186547726,-0.001771404,0.15636009,-0.018772827,-0.257406533,-0.009393077,-0.026864167,0.081387952,-0.244833291,0.003041628,-0.180659562,-0.101873577,-0.102030188,0.082866937,0.149086878,-0.002827946,-0.081190512,-0.368021786,-0.111964636,-0.06435141,0.13091886,-0.138466448,0.00405175,0.010099525,-0.272911668,-0.117301181,0.030273035,-0.032209139,-0.132984132,-0.088396028,0.237457141,0.115316167,-0.11688441,0.060667448,0.025247876,0.267827809,0.224486426,0.0148868,-0.027788609,-0.078397378,0.137797192,-0.261553317,0.110546932,0.204483971,0.107140481,0.097048223,0.041398119,-0.078731276,0.010741984,0.212059364,-0.187241063,0.100027129,0.070195377,-0.05482462,-0.048667032,0.036820091,0.110487483,0.114726961,-0.097663887,-0.189580098,0.083148897,-0.129813224,0.017809942,0.057939295,-0.046888649,-0.193962544,-0.288476825,0.078994788,0.312858909,0.07595481,-0.133323535,0.013679184,-0.109554365,-0.100399815,0.003823734,0.100207582,-0.132660329,-0.04990283,-0.046158075,0.110046446,0.13508141,-0.051179335,-0.076515943,0.221010476,-0.028823096,0.043462757,0.032761104,0.082664885,-0.186416522,-0.016922791,-0.149435729,0.010045696,0.112415195,-0.07928139,-0.045371883,0.054535322,-0.14286983,0.218773201,0.039654441,-0.113618284,0.050495662,-0.100153372,-0.073127761,-0.007650331,0.179625869,-0.296451896,0.319126487,0.159061581,0.018273674,0.160374999,0.05996412,0.020977501,0.023279604,0.0114794,-0.104546145,-0.108199917,0.003714245,0.026268337,0.013202409,-0.026260095
201,male,-0.101698682,0.131155893,0.037464388,-0.062385306,-0.063410439,0.002360437,-0.032255542,-0.12674886,0.144812733,-0.095255807,0.252758265,-0.037644859,-0.280280262,-0.025217429,-0.043591198,0.128167987,-0.13540566,-0.09534277,-0.182178944,-0.171429306,-0.006639808,0.063282654,0.040862616,-0.039054792,-0.116988555,-0.299011558,-0.045810431,-0.119815625,0.160212517,-0.18380025,0.038865052,-0.023736816,-0.161551043,-0.080963448,0.03289181,0.035130151,-0.053752743,-0.02228887,0.335194796,0.067586273,-0.140731499,0.090765327,0.027566187,0.292096019,0.178207323,-0.009622633,0.024638008,-0.131241858,0.15809159,-0.290804535,0.052203372,0.122792631,0.158004314,0.112713434,0.104462802,-0.159644529,-0.012512632,0.102336675,-0.203283191,0.194941074,0.140337393,-0.158940673,-0.089706093,-0.044316351,0.190473288,0.051178444,-0.144909054,-0.122762173,0.181213856,-0.120980389,-0.043849308,0.093200795,-0.027970515,-0.127662599,-0.302880138,0.065396607,0.312290192,0.147826165,-0.253303111,-0.023195131,-0.074248746,-0.008411733,0.043644421,0.068581857,-0.081775472,-0.042087484,-0.013113048,0.008011475,0.179991841,-0.019514749,-0.066328958,0.247171268,0.011230722,0.11996793,0.045159601,0.105202079,-0.185517639,-0.155026883,-0.118370697,0.000623565,0.039878529,-0.130935773,0.038858108,0.068648666,-0.151167005,0.255010337,-0.062589601,-0.045921996,-0.043367226,0.017221758,-0.024605289,0.06198379,0.220485792,-0.275826097,0.320610285,0.242622435,0.018493725,0.113213673,0.129626364,-0.003156487,0.001650148,0.060663536,-0.125855789,-0.175729766,-0.050940376,-0.053693108,0.039095663,0.039866004
202,male,-0.106292225,0.059300087,0.025104906,0.046467718,-0.017413184,-0.045141727,0.046506878,-0.143360898,0.121917635,-0.052463464,0.222338796,0.033725932,-0.20897989,-0.126587912,0.033466928,0.060083464,-0.232288942,-0.060953755,-0.093171962,-0.148165822,0.026458848,0.049280632,0.050632756,0.021484207,-0.06794823,-0.259930611,-0.107216634,-0.171243608,0.106830798,-0.067962401,0.004471417,0.014172469,-0.194468558,-0.08665435,0.0115306,-0.016774273,0.068753891,-0.016635705,0.161359966,-0.045438666,-0.089582831,0.011080787,0.030248135,0.177565202,0.127402797,-0.062209457,-0.022568701,-0.017532118,0.050765961,-0.170660704,0.040634006,0.089539275,0.217915118,0.032274734,0.052597776,-0.186640218,-0.046432305,0.054025471,-0.112236246,0.089419886,0.04833151,-0.175355971,-0.051528525,0.021079235,0.153754324,0.062961236,-0.077067912,-0.167302251,0.120072052,-0.117889404,-0.004348619,0.087039068,-0.050591044,-0.103436045,-0.220655054,0.053957779,0.400494546,0.090884492,-0.222708017,0.057345532,-0.263635069,-0.014577969,-0.001290239,0.042385034,-0.046008203,0.033848178,-0.120353334,0.033551335,0.075829446,-0.00431476,-0.042056136,0.233242065,-0.041196618,0.076667428,0.065903641,-0.034611482,-0.065737166,-0.052530788,-0.000962168,-0.013469461,0.023566583,-0.157427058,0.015500156,0.042767409,-0.180773109,0.112892412,-0.001579108,0.010146486,0.049143739,0.023710227,-0.022119952,0.011184055,0.147996277,-0.349270165,0.227988347,0.142143786,-0.060913879,0.207620412,-0.030899633,0.109669827,-0.059177808,-0.047831919,-0.135516614,-0.064844549,0.011222262,-0.055316381,0.00786804,0.032968529
203,male,0.018360855,0.090950266,0.068828285,0.015798878,-0.09123145,0.018562505,-0.063688576,-0.055428401,0.178299725,-0.033078726,0.214669302,-0.030227637,-0.205610812,-0.001209613,-0.064558201,0.151871055,-0.198237509,-0.0442039,-0.102941841,-0.091577515,0.050850648,0.023812817,0.026329972,-0.021964315,-0.181694418,-0.373209715,-0.08305867,-0.128956214,0.088807188,-0.102191187,0.033305734,-0.000729539,-0.100823283,-0.00452289,0.038478877,0.029439967,0.008571123,-0.087731995,0.220658079,0.045604847,-0.141966194,0.03201532,0.008087363,0.210160196,0.128530115,0.006101128,0.12451227,-0.103960849,0.071855009,-0.225879535,0.005090383,0.193849429,-0.03173342,0.057445921,0.154537618,-0.110973261,-0.020422675,0.129934609,-0.146522656,0.100951485,0.093844526,0.021362683,-0.016637448,-0.065933354,0.094970264,0.050771616,-0.082934171,-0.110682741,0.144819796,-0.150092572,-0.044616796,-0.034759186,-0.10982693,-0.179702982,-0.341183156,0.005435092,0.464709401,0.153020933,-0.144720778,0.02011556,-0.055746283,-0.05574695,0.073833995,0.011307728,-0.086931348,-0.000246115,-0.057219241,0.109622642,0.178063348,-0.016419439,0.054276593,0.170885265,-0.056206796,0.010257738,-0.012100996,0.062471591,-0.14332287,0.002599794,-0.072844252,0.037942342,0.07169006,-0.126617998,0.0760177,0.093838155,-0.211406991,0.083903737,-0.027240179,-0.106715202,-0.006611168,0.101964951,-0.164442986,0.022504054,0.280057609,-0.196524262,0.198932931,0.255597085,0.007449403,0.089767523,0.083520792,0.083437346,-0.055600151,0.000589252,-0.125460804,-0.094983026,-0.136355892,-0.021203788,-0.043663554,0.015511267
204,male,-0.063516885,0.034634095,0.064776793,-0.030453876,-0.135916442,-0.035176426,0.003097391,-0.078554645,0.078218773,-0.100835785,0.265650302,-0.103633761,-0.300091177,0.007041305,-0.031008601,0.093577437,-0.153165519,-0.089244962,-0.171476454,-0.141217649,-0.013659619,-0.033578098,-0.035960816,-0.039482735,-0.121335097,-0.298682034,-0.035263412,-0.100148,0.092374623,-0.167961717,0.037219021,0.098986454,-0.129646078,-0.070672177,-0.01296366,0.07790079,-0.012743639,-0.050558116,0.231229991,-0.011299888,-0.166600823,0.004123297,0.013534036,0.245626062,0.217082754,0.043453395,0.007043639,-0.043883752,0.149929151,-0.256937236,0.033732351,0.099709451,0.131688803,0.082489863,0.13713856,-0.132881433,0.012008354,0.044097126,-0.164087921,0.047033813,0.103689186,-0.184307307,-0.013038295,-0.105080962,0.112799391,0.008943386,-0.031333543,-0.05529578,0.241834715,-0.145130083,-0.086950898,0.043511588,-0.053395867,-0.114373863,-0.30326736,0.056710798,0.347457141,0.189276323,-0.166406676,0.009314071,0.046444125,-0.045272142,0.101541966,0.032083407,-0.050443716,-0.026634157,-0.069861241,0.058396105,0.154453352,-0.058288444,-0.039442495,0.135663331,-0.043795839,0.010031438,0.099553935,0.059984542,-0.118076861,-0.009303136,-0.114775538,0.035012051,0.150519907,-0.14324148,0.04273868,0.033903278,-0.090270445,0.127384424,-0.086172864,-0.02910997,-0.05320308,-0.032708801,-0.046594352,0.073011726,0.210956737,-0.251754522,0.218628198,0.199336216,-0.073334076,0.114002965,0.066993847,0.04160893,-0.012751404,-0.011770166,-0.148007065,-0.205289751,-0.010618978,0.035928197,0.055472687,0.053568587
205,male,-0.084920019,0.07536801,-0.036717832,-0.007137254,-0.142797008,-0.030105136,-0.018632356,-0.116638243,0.054364484,-0.060107525,0.141362235,-0.140061185,-0.237977132,-0.039561689,-0.044733211,0.130506113,-0.222479194,-0.107511356,-0.152253479,-0.10722959,-0.06508863,0.024633177,0.035538003,-0.004470848,-0.067790933,-0.329730809,-0.110461965,0.006185461,0.088124648,-0.009641618,0.031675667,0.061717745,-0.280036032,-0.072620496,0.023543146,0.081385829,-0.106187023,-0.06273444,0.232208803,0.016951568,-0.150854319,0.061829507,0.111283801,0.301739246,0.159699962,0.041360989,-0.048117466,0.037481695,0.070463262,-0.229494959,0.09990225,0.177893132,0.218037754,0.035829093,0.063509069,-0.09550482,0.007045516,0.205398858,-0.166099712,0.016440934,0.05974637,-0.103030831,0.045622595,-0.042114645,0.225332335,0.149380356,-0.025494929,-0.133658335,0.231532246,-0.123582445,-0.03366892,-0.000634619,-0.043729499,-0.110104471,-0.382389694,0.034142718,0.292639881,0.089227378,-0.087524354,0.006795917,-0.019893274,-0.035130918,0.02809491,0.033097934,-0.166026279,-0.040325578,-0.114893921,0.068928234,0.194838375,-0.045481533,-0.095629379,0.164969176,0.036844388,-0.078440391,0.04506553,-0.038083091,-0.076844104,-0.069235191,-0.147248954,0.042954803,0.05649716,-0.121493034,-0.017976578,0.144032806,-0.159839109,0.072791167,-0.005069651,-0.088543013,-0.074539214,-0.026560672,-0.097722292,0.006118599,0.12739341,-0.293151975,0.229792863,0.138105676,-0.048124466,0.138958722,0.06568452,0.010463879,-0.004031868,-0.02961006,-0.129453123,-0.168834135,0.057316877,0.020553103,0.078051448,0.137285993
206,male,-0.161360666,-0.009776711,-0.041116215,-0.02992408,-0.172870904,0.037814684,0.079570703,-0.080220625,0.155813605,-0.039730512,0.14545241,-0.005959133,-0.332113236,-0.014968142,-0.038210809,0.131370887,-0.113370612,-0.177913919,-0.168077841,-0.168775231,-0.071844064,-0.001090523,-0.044177249,0.001369983,-0.069935784,-0.309914231,-0.062169697,-0.080737777,0.113507569,-0.126317769,0.000142366,0.065044999,-0.162991405,-0.13728404,0.060394641,0.073988117,-0.082036659,-0.084840655,0.199264646,0.006488163,-0.154616863,-0.021601904,0.087004125,0.307471573,0.12964426,0.029797427,0.040643811,-0.087241828,0.109242938,-0.282384455,0.089081146,0.121992424,0.184740424,0.018326372,0.09268973,-0.147357225,-0.035057299,0.124490947,-0.184994534,0.135137886,0.092819825,-0.051285207,-0.133673862,-0.105466492,0.1341324,0.127914459,-0.085118845,-0.143918589,0.258939922,-0.168533355,-0.071053766,0.031474277,-0.063944295,-0.176494747,-0.257065862,0.051161945,0.424419105,0.130666271,-0.154134989,-0.031253099,-0.00458906,-0.019052178,0.049919069,0.069987088,-0.134163857,-0.048448484,-0.068612106,0.049750328,0.191415936,0.000343759,-0.066830017,0.112557426,0.0563884,-0.036212679,0.077137843,0.143287539,-0.10213235,-0.053407229,-0.159935415,-0.058958191,0.144002736,-0.110737361,0.046189744,0.106949635,-0.093932539,0.173855215,-0.03225515,-0.0336366,-0.00210342,-0.041244768,-0.040344521,0.017018657,0.176877677,-0.205428138,0.190582171,0.202146813,-0.046717361,0.092759445,0.029026976,0.020246066,0.041358296,-0.009309821,-0.18113555,-0.166527808,-0.00230218,-0.043893874,-0.002464339,0.04451137
207,male,-0.190320119,0.112208851,-0.006803483,-0.055101249,-0.101193145,-0.09015619,0.01269976,-0.124585122,0.187855318,-0.093008935,0.190583497,-0.071350515,-0.216221303,-0.026565827,-0.066637874,0.073602192,-0.140365914,-0.107438184,-0.13210617,-0.113429472,0.006636553,0.020687401,-0.044177648,0.005038645,-0.174046934,-0.288876593,-0.059450757,-0.069653556,0.085976556,-0.156567901,0.083929919,0.082363173,-0.130716234,-0.084568366,0.000538059,0.119711436,-0.071359709,0.001932956,0.245045036,0.025608234,-0.206062332,0.040911473,-0.03146001,0.37899968,0.201336861,-0.013096722,0.000293089,-0.09496063,0.18151018,-0.273357511,0.049112853,0.107204221,0.115880072,0.069085941,0.114634663,-0.184443086,0.053600118,0.154836625,-0.247950926,0.101765409,0.135315016,-0.160744727,-0.046375822,0.018084411,0.126500309,0.090244807,-0.081314117,-0.121533841,0.248745218,-0.173811555,0.026340555,0.141190723,0.027473334,-0.207317948,-0.248078048,0.05699588,0.345279276,0.17174229,-0.192413449,-0.029624412,-0.05009301,0.026654417,0.144371524,0.001252173,-0.121888459,-0.061235808,-0.12690191,-0.023038968,0.178247303,0.055722758,-0.066537522,0.234751299,0.072533511,-0.037572194,0.101447262,0.079581603,-0.16621612,-0.015526602,-0.084896237,0.005287871,0.151591629,-0.206415832,0.006674301,0.086354092,-0.191080213,0.317138106,-0.023082515,0.046605118,-0.039781477,-0.049408771,-0.01417191,0.097726502,0.218139797,-0.316132933,0.239638776,0.172316566,-0.016208798,0.202309906,0.063741848,-0.014839372,-0.016843153,-0.029553954,-0.147573769,-0.127361923,-0.042673141,-0.052952722,0.043676905,0.066164307
208,male,-0.064722776,0.146288916,-0.025106296,-0.035437495,-0.174654767,0.011660168,-0.021057714,-0.169551909,0.081277013,0.030607605,0.200099021,-0.069885731,-0.293381393,-0.058885567,-0.015460081,0.094705753,-0.178921804,-0.177020401,-0.216490403,-0.158097923,-0.021406725,0.033846252,0.008762129,0.023113023,-0.212506413,-0.233223706,-0.015813429,-0.105061434,0.146443605,-0.111072302,0.009022784,0.04650886,-0.168254197,-0.081299186,0.070983343,0.036427625,-0.02176946,-0.050596394,0.256292433,0.04496216,-0.221681967,0.068907909,0.124126405,0.285818905,0.259239405,-0.000395641,0.016000558,-0.041248105,0.116397917,-0.233844087,0.059393458,0.201914608,0.221380234,0.079993591,0.088284403,-0.177967414,-0.003663767,0.155556932,-0.174678475,0.069515951,0.102783531,-0.137268722,-0.040078782,-0.025705636,0.120761827,0.080972448,-0.033399742,-0.155626059,0.174193755,-0.151376158,-0.146088764,0.085829087,-0.053381883,-0.085953891,-0.285525173,0.00798288,0.430106461,0.141643047,-0.301039547,-0.003955435,-0.032714829,-0.043972593,0.062095776,0.013251813,-0.127109826,-0.074544862,-0.146057412,-0.032540172,0.214700699,-0.046180606,0.017704243,0.202546149,0.103419289,-0.051509928,0.117131591,0.073769055,-0.18689391,-0.042435288,-0.086826399,-0.106163114,0.084504411,-0.123121813,0.058536671,0.07775864,-0.192627236,0.216732726,0.01346297,-0.048165705,-0.039565057,-1.54E-05,0.074794978,-0.001973435,0.1992722,-0.246189624,0.198153719,0.191262558,-0.054308493,0.112426847,0.061236642,0.069412731,-0.019740796,0.060424991,-0.059182428,-0.208930165,-0.031962633,-0.065889291,0.03843442,0.073292881
209,male,0.000125287,0.112538576,0.046354242,-0.010112107,-0.102398679,0.073532902,-0.06914822,-0.108543985,0.139382452,-0.06940639,0.21291028,-0.051034879,-0.272857308,0.069001392,-0.090871185,0.141032606,-0.164062217,-0.123097025,-0.126342729,-0.123597011,-0.00651025,0.041771609,-0.006896779,0.03996627,-0.144567341,-0.250678986,-0.096753716,-0.115533262,0.104337908,-0.169994429,0.028222606,0.005996259,-0.135746732,-0.073176183,0.010041084,-0.026845403,-0.034461949,-0.125113904,0.226140857,0.089078143,-0.127763525,0.047076523,0.076360278,0.301372051,0.146603048,0.005122168,0.013040562,-0.067430861,0.063090861,-0.263057381,0.021541294,0.152386039,0.143181399,0.162158743,0.102238007,-0.142443195,0.072780073,0.122401066,-0.174668074,0.106136717,0.042723879,0.062366154,0.004494887,0.040742844,0.189326331,0.151987433,-0.018547051,-0.182485402,0.210083097,-0.118411124,-0.162922055,0.056011777,-0.113286868,-0.097753599,-0.246794224,0.009453616,0.384918749,0.089334533,-0.208142966,0.017992415,-0.016220972,-0.042329304,0.047172096,-0.002441455,-0.128367543,-0.073331192,-0.001696909,0.032191429,0.198904887,0.004536992,-0.055016827,0.193686575,0.041137327,-0.062896088,0.142941773,0.109757558,-0.083193682,0.012304667,-0.146636263,-0.043457914,0.135196894,-0.064322129,0.032427296,0.146732926,-0.225332394,0.162369251,-0.006337222,-0.086448148,0.044285104,0.121675521,-0.120565534,0.0259797,0.262532353,-0.278677195,0.234901085,0.216534153,-0.029729951,-0.009039501,0.042698987,0.050394006,0.013576057,0.036977436,-0.128355235,-0.167873904,-0.007797416,-0.071050145,-0.093543969,0.036280338
